"source_attack_id","relationship_type","target_attack_id"
"S0498","uses","T1573"
"S1161","uses","T1070"
"S0283","uses","T1029"
"G1043","uses","T1046"
"G0050","uses","T1036"
"S1235","uses","T1553.002"
"S1129","uses","T1082"
"G0045","uses","T1046"
"S0386","uses","T1105"
"M1041","mitigates","T1557"
"S0115","uses","T1083"
"S0484","uses","T1555"
"S0146","uses","T1071.004"
"S0331","uses","T1087.001"
"G1004","uses","T1213.001"
"S0381","uses","T1082"
"S0013","uses","T1036.004"
"G1023","uses","S0057"
"S0248","uses","T1680"
"S1122","uses","T1140"
"G0021","uses","T1218.007"
"S9037","uses","T1033"
"S0139","uses","T1016"
"S0242","uses","T1083"
"S1146","uses","T1056.001"
"S1189","uses","T1105"
"G0092","uses","T1583.001"
"S1163","uses","T1059.004"
"G0032","uses","T1584.004"
"S0447","uses","T1027"
"S0261","uses","T1112"
"G0021","uses","S0543"
"G0087","uses","T1056.001"
"G1042","uses","T1071.001"
"S0072","uses","T1505.003"
"S1239","uses","T1036.005"
"S0058","uses","T1033"
"M1018","mitigates","T1072"
"S0438","uses","T1010"
"S0596","uses","T1070"
"G0016","uses","S0175"
"S0584","uses","T1546.016"
"G0128","uses","T1082"
"S1183","uses","T1041"
"S0282","uses","T1090.003"
"S0070","uses","T1105"
"S0366","uses","T1210"
"G1031","uses","T1203"
"G0037","uses","T1566.001"
"S0538","uses","T1120"
"S0134","uses","T1001.001"
"G0047","uses","T1001"
"S0697","uses","T1053.005"
"G0094","uses","T1204.002"
"S0611","uses","T1140"
"S0491","uses","T1020"
"T1067","revoked-by","T1542.003"
"S0697","uses","T1685"
"S0378","uses","T1552.001"
"G1024","uses","T1213.002"
"G0087","uses","T1005"
"M1040","mitigates","T1055.002"
"S0149","uses","T1056.001"
"S0226","uses","T1552.001"
"S9019","uses","T1057"
"S0066","uses","T1573.001"
"M1047","mitigates","T1176.001"
"G0049","uses","S0096"
"G0006","uses","S0345"
"S1070","uses","T1082"
"S9019","uses","T1082"
"G1043","uses","T1105"
"S1028","uses","T1105"
"G0108","uses","T1574.012"
"S9034","uses","T1480"
"G1006","uses","T1608.001"
"S0627","uses","T1497.001"
"G0040","uses","T1083"
"S0207","uses","T1105"
"S0240","uses","T1123"
"G0007","uses","S0645"
"S0650","uses","T1005"
"S0260","uses","T1490"
"S1166","uses","T1053.005"
"G0134","uses","S0644"
"G1053","uses","T1219.002"
"G0046","uses","S0002"
"T1589.003","subtechnique-of","T1589"
"G0019","uses","S0095"
"G0077","uses","T1027.010"
"S0039","uses","T1069.002"
"S0115","uses","T1125"
"G0010","uses","T1134.002"
"T1027.009","subtechnique-of","T1027"
"G0035","uses","T1564.002"
"S0331","uses","T1547.001"
"G0121","uses","T1218.005"
"S0658","uses","T1518"
"S0456","uses","T1057"
"S1068","uses","T1685.005"
"S1141","uses","T1082"
"S0260","uses","T1055.002"
"S1207","uses","T1113"
"S0410","uses","T1132.001"
"M1046","mitigates","T1542.001"
"G0004","uses","S0439"
"S1220","uses","T1563.001"
"S1144","uses","T1059.007"
"G0085","uses","T1059.005"
"S1029","uses","T1547.001"
"G1054","uses","S9022"
"S1033","uses","T1529"
"S1202","uses","T1573.001"
"G0019","uses","S0039"
"G0054","uses","T1083"
"S0657","uses","T1033"
"S0248","uses","T1083"
"S0472","uses","T1105"
"S1048","uses","T1680"
"S1222","uses","T1102.002"
"S9007","uses","T1105"
"S0533","uses","T1036.005"
"S1043","uses","T1005"
"G1046","uses","T1547.001"
"M1042","mitigates","T1059.005"
"M1030","mitigates","T1565.003"
"G0103","uses","T1566.002"
"S1160","uses","T1218.011"
"T1172","revoked-by","T1090.004"
"S0187","uses","T1553.002"
"S0647","uses","T1059.004"
"G0094","uses","T1040"
"S1051","uses","T1124"
"S0538","uses","T1102.002"
"S0038","uses","T1560.003"
"S1021","uses","T1132.001"
"S0612","uses","T1543.003"
"S0692","uses","T1552.006"
"G0081","uses","T1105"
"S1017","uses","T1041"
"G1051","uses","T1106"
"S0032","uses","T1112"
"G0087","uses","T1059.001"
"S0160","uses","T1560.001"
"S1153","uses","T1564.001"
"S0574","uses","T1105"
"S1110","uses","T1074.001"
"S0154","uses","T1550.002"
"S0455","uses","T1518.001"
"S0090","uses","T1547.001"
"S1202","uses","T1548.002"
"S0094","uses","T1049"
"S0182","uses","T1547.001"
"S1210","uses","T1016"
"S0338","uses","T1113"
"S0252","uses","T1082"
"S0688","uses","T1489"
"S1030","uses","T1082"
"S1223","uses","T1686"
"S0691","uses","T1016.001"
"S0128","uses","T1071.001"
"G0094","uses","T1566.002"
"S0344","uses","T1070.004"
"M1024","mitigates","T1037.001"
"S0206","uses","T1105"
"G0090","uses","T1059.005"
"G0087","uses","T1115"
"G0095","uses","T1204.002"
"S0670","uses","T1547.001"
"M1035","mitigates","T1557"
"G0087","uses","T1003"
"M1038","mitigates","T1574.008"
"S0342","uses","T1090.003"
"G1016","uses","T1021.006"
"G0096","uses","T1082"
"G0049","uses","T1003.001"
"S9008","uses","T1548.003"
"S1156","uses","T1082"
"S0650","uses","T1090.002"
"S0211","uses","T1008"
"S1044","uses","T1047"
"G1002","uses","T1071.001"
"M1038","mitigates","T1574.006"
"S0081","uses","T1036.005"
"S0274","uses","T1217"
"S0239","uses","T1071.001"
"S0698","uses","T1021.002"
"S0152","uses","T1056.001"
"S0154","uses","T1078.002"
"T1027.013","subtechnique-of","T1027"
"S0493","uses","T1543.003"
"S0172","uses","T1547.009"
"S0481","uses","T1685"
"S0652","uses","T1197"
"G1009","uses","S1032"
"G1017","uses","T1057"
"S0638","uses","T1049"
"M1054","mitigates","T1550.004"
"G1043","uses","T1482"
"G1052","uses","T1204.005"
"S0284","uses","T1082"
"G0080","uses","T1027.010"
"M1040","mitigates","T1055.004"
"S0023","uses","T1008"
"G0128","uses","T1598"
"M1040","mitigates","T1027.014"
"S0461","uses","T1140"
"S0567","uses","T1005"
"S0346","uses","T1059.003"
"S0599","uses","T1610"
"G0035","uses","T1505.003"
"S0149","uses","T1057"
"G0007","uses","T1070.006"
"G1003","uses","T1090.003"
"S0586","uses","T1083"
"S0045","uses","T1132.001"
"S0022","uses","T1620"
"S1122","uses","T1555.003"
"S0455","uses","T1573.002"
"S1087","uses","T1106"
"S1064","uses","T1012"
"S0251","uses","T1057"
"S9032","uses","T1678"
"G1015","uses","T1580"
"S0556","uses","T1090.001"
"G0034","uses","T1595.002"
"S0064","uses","T1083"
"M1026","mitigates","T1569.002"
"S0082","uses","T1055.001"
"S0434","uses","T1106"
"G1015","uses","T1105"
"M1047","mitigates","T1505"
"S0196","uses","T1218.011"
"S0449","uses","T1547.001"
"S0271","uses","T1016"
"G0121","uses","T1598.003"
"S0210","uses","T1105"
"S0613","uses","T1105"
"S0639","uses","T1059.003"
"S0336","uses","T1105"
"G1042","uses","T1571"
"S0072","uses","T1036.005"
"S0008","uses","T1003.002"
"G0100","uses","T1588.002"
"S0439","uses","T1497.001"
"S0483","uses","T1055.012"
"S0638","uses","T1106"
"S0380","uses","T1105"
"S1064","uses","T1027"
"S0242","uses","T1112"
"G0047","uses","T1534"
"G0093","uses","S0020"
"G0143","uses","T1021.002"
"S0673","uses","T1070.004"
"G0082","uses","S0593"
"G0045","uses","S0160"
"S0154","uses","T1027.005"
"S0687","uses","T1070.006"
"S0581","uses","T1057"
"G1043","uses","T1686"
"T1496.001","subtechnique-of","T1496"
"S1211","uses","T1489"
"S0663","uses","T1007"
"S0140","uses","T1561.002"
"M1035","mitigates","T1563.002"
"S0018","uses","T1573.002"
"G1016","uses","T1133"
"S0482","uses","T1036.005"
"S0033","uses","T1010"
"G0007","uses","T1090.002"
"S1183","uses","T1027.016"
"G0121","uses","T1124"
"S0512","uses","T1036.012"
"G0096","uses","T1195.002"
"S1019","uses","T1027.013"
"G0045","uses","S0628"
"M1018","mitigates","T1021.008"
"S0488","uses","T1003.003"
"T1600.001","subtechnique-of","T1600"
"G1036","uses","T1071.001"
"G0016","uses","S0682"
"M1047","mitigates","T1542"
"S0533","uses","T1112"
"T1036.006","subtechnique-of","T1036"
"S0128","uses","T1113"
"S0488","uses","T1110.003"
"G0059","uses","T1059.001"
"G0059","uses","T1016.002"
"M1022","mitigates","T1565.001"
"S0631","uses","T1204.002"
"G1052","uses","S1245"
"S0660","uses","T1564.001"
"S0504","uses","T1059.003"
"S0125","uses","T1055.001"
"S1058","uses","T1484.001"
"S0384","uses","T1574.001"
"M1018","mitigates","T1574.010"
"S0277","uses","T1057"
"G0094","uses","T1056.003"
"G0059","uses","T1588.002"
"S0355","uses","T1547.001"
"S0650","uses","T1059.001"
"S0234","uses","T1123"
"S0638","uses","T1140"
"S0028","uses","T1091"
"G0032","uses","T1105"
"S0283","uses","T1047"
"G1045","uses","T1590.004"
"S0625","uses","T1027.002"
"M1017","mitigates","T1566.003"
"S1064","uses","T1204.002"
"S0504","uses","T1105"
"M1022","mitigates","T1037.004"
"G0112","uses","T1059.005"
"M1038","mitigates","T1546.002"
"S1130","uses","T1082"
"M1042","mitigates","T1595.003"
"S0196","uses","T1546.009"
"S0386","uses","T1027.013"
"S0354","uses","T1105"
"S1047","uses","T1001.001"
"S1146","uses","T1033"
"S1234","uses","T1518.001"
"S0351","uses","T1057"
"S0085","uses","T1036.005"
"G0012","uses","T1497.002"
"S0696","uses","T1132.001"
"G0117","uses","T1530"
"S0567","uses","T1074.001"
"G0121","uses","T1566.002"
"S0564","uses","T1680"
"S9018","uses","T1036.008"
"S1200","uses","T1622"
"S0239","uses","T1005"
"S0128","uses","T1005"
"G0082","uses","T1049"
"S0635","uses","T1218.011"
"S0098","uses","T1119"
"S1020","uses","T1071.004"
"S0488","uses","T1201"
"S0002","uses","T1555"
"S0337","uses","T1547.001"
"S0384","uses","T1219"
"S9037","uses","T1027.013"
"G0027","uses","T1190"
"S1073","uses","T1486"
"S0393","uses","T1027"
"S0520","uses","T1082"
"S0161","uses","T1056.001"
"S0282","uses","T1071.001"
"S0367","uses","T1047"
"S0533","uses","T1055"
"G0053","uses","T1090.002"
"S1134","uses","T1561.001"
"T1557.003","subtechnique-of","T1557"
"S1196","uses","T1074.001"
"S0236","uses","T1087.001"
"T1158","revoked-by","T1564.001"
"G1035","uses","T1059"
"S0467","uses","T1560.002"
"G0143","uses","S0645"
"S0534","uses","T1482"
"S0439","uses","T1497.002"
"G0100","uses","T1547.001"
"S1037","uses","T1082"
"S1034","uses","T1033"
"G0073","uses","T1059.001"
"S0090","uses","T1119"
"S0025","uses","T1059.003"
"S0034","uses","T1573.001"
"S0451","uses","T1057"
"S0650","uses","T1059.003"
"G1047","uses","T1574.001"
"G1031","uses","S1017"
"M1031","mitigates","T1542.005"
"S0039","uses","T1124"
"S0491","uses","T1564.003"
"S1202","uses","T1484.001"
"G0069","uses","S1037"
"M1027","mitigates","T1078.004"
"G1015","uses","T1114.003"
"S0199","uses","T1105"
"G0068","uses","T1105"
"G0022","uses","T1104"
"S0501","uses","T1134.002"
"G0066","uses","T1204.002"
"G1052","uses","S1246"
"M1018","mitigates","T1213.004"
"M1051","mitigates","T1686.002"
"S0154","uses","T1548.002"
"T1169","revoked-by","T1548.003"
"S0154","uses","T1016"
"M1038","mitigates","T1564.003"
"G1017","uses","T1021.001"
"S0521","uses","T1069.002"
"G0034","uses","T1585.001"
"S1153","uses","T1614.001"
"S1088","uses","T1105"
"S0127","uses","T1140"
"S0218","uses","T1082"
"S1039","uses","T1033"
"S0045","uses","T1218.011"
"S0395","uses","T1071.003"
"G1017","uses","T1584.004"
"G0034","uses","S0606"
"S0093","uses","T1046"
"S0367","uses","T1571"
"S1212","uses","T1090"
"G1034","uses","S0013"
"S1239","uses","T1518.001"
"G0032","uses","T1218.005"
"S0089","uses","T1070"
"S0339","uses","T1119"
"S0042","uses","T1071.001"
"G0125","uses","T1005"
"G0049","uses","T1008"
"G0105","uses","T1543.003"
"G0047","uses","T1047"
"G0130","uses","S0224"
"S1042","uses","T1083"
"G0139","uses","T1609"
"G0045","uses","T1049"
"S1085","uses","T1082"
"S9028","uses","T1505.003"
"S1150","uses","T1027.013"
"S1233","uses","T1027.013"
"M1047","mitigates","T1566"
"S9015","uses","T1027"
"G1006","uses","T1098.004"
"S0279","uses","T1543.001"
"S0603","uses","T1132.001"
"S1051","uses","T1102.001"
"T1059.005","subtechnique-of","T1059"
"S1043","uses","T1119"
"G0134","uses","T1204.002"
"S0698","uses","T1059.003"
"S0451","uses","T1569.001"
"S0125","uses","T1068"
"S1182","uses","T1070.004"
"S0059","uses","T1057"
"S0336","uses","T1059.003"
"S0625","uses","T1106"
"M1056","mitigates","T1583.002"
"S0482","uses","T1082"
"G0012","uses","T1027.013"
"G0046","uses","T1059"
"G0022","uses","T1110.002"
"M1028","mitigates","T1087.001"
"S1153","uses","T1033"
"S1199","uses","T1564.003"
"G1039","uses","T1102"
"S0650","uses","T1518.001"
"S1064","uses","T1005"
"G0059","uses","T1584.001"
"S0689","uses","T1485"
"S0281","uses","T1557"
"S0367","uses","T1027.001"
"G0117","uses","T1018"
"S0692","uses","T1620"
"S0513","uses","T1082"
"S0125","uses","T1052.001"
"S0445","uses","T1105"
"S0663","uses","T1140"
"S0081","uses","T1105"
"S1207","uses","T1555"
"S0204","uses","T1218.011"
"S0448","uses","T1005"
"G0060","uses","T1059.006"
"S0030","uses","T1003"
"S1246","uses","T1041"
"S9031","uses","T1047"
"G0006","uses","S0100"
"G1008","uses","T1614"
"S1013","uses","T1057"
"G0039","uses","T1059.003"
"S0531","uses","T1057"
"G0010","uses","T1059.005"
"S0260","uses","T1497.001"
"G1002","uses","T1588.002"
"S0410","uses","T1083"
"G1054","uses","T1686.003"
"S0447","uses","T1140"
"G0066","uses","S0205"
"S0476","uses","T1555.004"
"S0053","uses","T1132.001"
"G0016","uses","S0057"
"S0468","uses","T1098.004"
"G0027","uses","T1046"
"G1051","uses","T1583.006"
"S0690","uses","T1543.004"
"S1015","uses","T1074.001"
"S0454","uses","T1010"
"S0599","uses","T1078"
"S0234","uses","T1041"
"S0378","uses","T1557.001"
"S9038","uses","T1529"
"S0409","uses","T1573.001"
"S1199","uses","T1547.001"
"S1064","uses","T1566.001"
"S9020","uses","T1001.001"
"M1015","mitigates","T1078.004"
"S1207","uses","T1055.012"
"G0099","uses","T1583.001"
"G1001","uses","S0104"
"S0439","uses","T1105"
"S0574","uses","T1497.003"
"S0081","uses","T1082"
"S0022","uses","T1106"
"S0257","uses","T1027.002"
"M1026","mitigates","T1505.002"
"S0686","uses","T1071.001"
"S0366","uses","T1489"
"S0559","uses","T1082"
"S0242","uses","T1027"
"S0434","uses","T1555.003"
"S0180","uses","T1543.003"
"G0143","uses","T1036.004"
"S0024","uses","T1033"
"S0451","uses","T1027.010"
"G1036","uses","T1585.002"
"S0038","uses","T1090.001"
"S0344","uses","T1573.001"
"M1035","mitigates","T1552.005"
"S0458","uses","T1113"
"S0197","uses","T1005"
"S0039","uses","T1087.002"
"M1049","mitigates","T1059.005"
"S0271","uses","T1057"
"M1031","mitigates","T1008"
"G0045","uses","S0275"
"S0223","uses","T1140"
"S9010","uses","T1571"
"M1015","mitigates","T1072"
"G1052","uses","T1219.002"
"S1065","uses","T1033"
"S0089","uses","T1113"
"S0125","uses","T1083"
"G0126","uses","T1106"
"S0493","uses","T1082"
"G0064","uses","S0194"
"S0561","uses","T1566.002"
"S0554","uses","T1497.003"
"S0534","uses","T1573.002"
"S0219","uses","T1057"
"S0696","uses","T1010"
"S0283","uses","T1059.005"
"S0652","uses","T1614.001"
"T1037.004","subtechnique-of","T1037"
"S0385","uses","T1010"
"S0650","uses","T1106"
"S0339","uses","T1518.001"
"S0669","uses","T1090"
"S0409","uses","T1552.004"
"S0184","uses","T1071.001"
"S1159","uses","T1615"
"G0139","uses","T1059.004"
"S1160","uses","T1132.001"
"G1006","uses","T1003.006"
"S9001","uses","T1059.003"
"S0020","uses","T1005"
"S0581","uses","T1055"
"G0035","uses","T1204.002"
"S0363","uses","T1056.001"
"S0472","uses","T1680"
"S0521","uses","T1615"
"S0659","uses","T1033"
"S0615","uses","T1124"
"S0148","uses","T1219"
"G0102","uses","T1210"
"S0336","uses","T1016"
"S1016","uses","T1082"
"G0047","uses","T1095"
"G0119","uses","T1136"
"G1001","uses","T1589"
"S0608","uses","T1112"
"S0126","uses","T1564.005"
"S1033","uses","T1112"
"S1016","uses","T1095"
"S0192","uses","T1105"
"G0004","uses","T1105"
"S9015","uses","T1041"
"S0268","uses","T1070.004"
"S0607","uses","T1083"
"S1198","uses","T1573"
"G0030","uses","S0552"
"S0132","uses","T1080"
"G1017","uses","T1090"
"S0203","uses","T1129"
"S1212","uses","T1480"
"S0091","uses","T1033"
"S1044","uses","T1120"
"S1064","uses","T1036.004"
"G0129","uses","S1237"
"S1196","uses","T1113"
"S1247","uses","T1657"
"G0128","uses","T1012"
"S0154","uses","T1569.002"
"S1230","uses","T1091"
"T1546.002","subtechnique-of","T1546"
"G0115","uses","T1199"
"S0250","uses","T1218.005"
"S0223","uses","T1033"
"G0091","uses","S0363"
"S0495","uses","T1027.003"
"M1056","mitigates","T1583.004"
"S0630","uses","T1105"
"M1056","mitigates","T1683.002"
"G0040","uses","T1553.002"
"S1242","uses","T1480.002"
"G0016","uses","S0052"
"M1049","mitigates","T1036.008"
"S0452","uses","T1018"
"S1154","uses","T1056.004"
"G0093","uses","T1059.003"
"G0045","uses","S0159"
"G0037","uses","T1685"
"S0695","uses","T1059.006"
"M1038","mitigates","T1553"
"S1245","uses","T1657"
"S0401","uses","T1105"
"G0007","uses","T1566.001"
"S0467","uses","T1125"
"G1008","uses","T1518.001"
"G0094","uses","T1539"
"M1056","mitigates","T1587.002"
"S1159","uses","T1055"
"G0004","uses","T1087.001"
"S0559","uses","T1112"
"S1245","uses","T1083"
"S0339","uses","T1056.001"
"G0096","uses","S0073"
"G0092","uses","S0344"
"S0689","uses","T1685"
"S0696","uses","T1029"
"S0367","uses","T1218.010"
"G0046","uses","T1021.004"
"S0583","uses","T1016"
"S0618","uses","T1047"
"S0374","uses","T1053.003"
"M1048","mitigates","T1027.006"
"G0114","uses","T1074.002"
"S1066","uses","T1055.001"
"S0039","uses","T1087.001"
"S0002","uses","T1207"
"S1239","uses","T1678"
"S0034","uses","T1057"
"S0391","uses","T1559.002"
"S0603","uses","T1560.003"
"S1244","uses","T1135"
"G0082","uses","T1070.004"
"S1014","uses","T1036.005"
"G0001","uses","T1005"
"T1527","revoked-by","T1550.001"
"T1546.013","subtechnique-of","T1546"
"S0622","uses","T1059.001"
"S0149","uses","T1543.003"
"S0343","uses","T1560"
"S1224","uses","T1205.002"
"S1173","uses","T1105"
"S9019","uses","T1480.002"
"G0123","uses","T1595.002"
"S0623","uses","T1518"
"S0196","uses","T1129"
"S0686","uses","T1105"
"G0120","uses","T1497.001"
"S0389","uses","T1486"
"G0094","uses","T1588.002"
"G1016","uses","T1087.002"
"G0049","uses","S0269"
"G0143","uses","T1574.006"
"S1247","uses","T1083"
"G0129","uses","T1608.001"
"S0611","uses","T1106"
"G0049","uses","T1071.001"
"S0147","uses","T1059.003"
"G0096","uses","T1069"
"S0046","uses","T1082"
"M1050","mitigates","T1212"
"M1042","mitigates","T1021.006"
"S0431","uses","T1041"
"G0090","uses","T1114.001"
"G1015","uses","T1598.003"
"S0023","uses","T1092"
"S0137","uses","T1071.001"
"S0456","uses","T1106"
"S0059","uses","T1083"
"S0534","uses","T1087.002"
"S0604","uses","T1485"
"S0385","uses","T1105"
"S0455","uses","T1071.001"
"G1003","uses","T1114"
"M1045","mitigates","T1204.003"
"G0064","uses","T1552.001"
"S1060","uses","T1205.001"
"M1038","mitigates","T1176.002"
"S0038","uses","T1218.007"
"S0629","uses","T1070.004"
"G0125","uses","T1583.005"
"G0047","uses","T1083"
"G1054","uses","S0275"
"S0445","uses","T1049"
"S1091","uses","T1685.002"
"S0677","uses","T1526"
"G0037","uses","T1087.002"
"S0031","uses","T1082"
"G1017","uses","T1518"
"S0668","uses","T1573.002"
"G0049","uses","T1005"
"S0534","uses","T1018"
"G0100","uses","T1102"
"S0030","uses","T1113"
"G0035","uses","T1591.002"
"S0664","uses","T1574.001"
"G0048","uses","T1574.001"
"S0363","uses","T1027.010"
"S1013","uses","T1082"
"S0251","uses","T1047"
"S0378","uses","T1071.001"
"G1053","uses","T1537"
"G0007","uses","T1059.001"
"G0131","uses","T1574.001"
"M1018","mitigates","T1578.005"
"G0007","uses","T1048.002"
"G0087","uses","T1553.006"
"G0022","uses","S0165"
"M1022","mitigates","T1222.002"
"M1042","mitigates","T1559"
"T1505.002","subtechnique-of","T1505"
"S0091","uses","T1124"
"G0082","uses","T1036.006"
"G0003","uses","S0056"
"M1016","mitigates","T1210"
"S1060","uses","T1134.003"
"S0137","uses","T1071.003"
"G0134","uses","T1027.013"
"S0376","uses","T1008"
"G0128","uses","T1665"
"S1242","uses","T1547.004"
"S9035","uses","T1082"
"G0032","uses","T1010"
"S0520","uses","T1059.003"
"T1087.003","subtechnique-of","T1087"
"S0107","uses","T1070.004"
"S0639","uses","T1105"
"S0345","uses","T1059.003"
"G1008","uses","T1584.001"
"M1035","mitigates","T1612"
"G1023","uses","T1070.006"
"G0143","uses","T1070.003"
"G0045","uses","T1560.001"
"S0388","uses","T1105"
"S0239","uses","T1070.004"
"S0356","uses","T1082"
"S0493","uses","T1136.001"
"S0674","uses","T1518"
"G0040","uses","T1574.001"
"S0441","uses","T1082"
"S0266","uses","T1559.001"
"S0683","uses","T1609"
"G0032","uses","T1587.001"
"G0027","uses","T1053.002"
"M1056","mitigates","T1590.006"
"G0064","uses","T1003.005"
"S0050","uses","T1543.003"
"S0666","uses","T1548.002"
"S0070","uses","T1574.001"
"M1031","mitigates","T1572"
"G0040","uses","T1112"
"G0098","uses","T1588.002"
"S9008","uses","T1543.002"
"S1239","uses","T1113"
"G0061","uses","T1048.003"
"S0569","uses","T1112"
"S1212","uses","T1027.013"
"S0126","uses","T1071.001"
"S0247","uses","T1074.001"
"S1139","uses","T1566"
"G0090","uses","T1204.002"
"M1036","mitigates","T1648"
"S0446","uses","T1106"
"S1025","uses","T1027"
"S0467","uses","T1082"
"S9001","uses","T1087.001"
"G0065","uses","T1595.002"
"S0647","uses","T1083"
